chunk_size_1,downloading_time_1,chunk_size_2,downloading_time_2,chunk_size_3,downloading_time_3,chunk_size_4,downloading_time_4,chunk_size_5,downloading_time_5,chunk_size_6,downloading_time_6,chunk_size_7,downloading_time_7,chunk_size_8,downloading_time_8,bandwidth,delay,chunk_size_9,downloading_time_9
0.100252,0.239361,0.552523,0.245943,0.568614,0.748039,0.413677,0.283384,0.312841,0.02633,0.295922,0.141202,0.255311,0.283331,0.717709,0.305465,0.13011395226186223,0.061574,0.212538,0.310426
0.31772,0.04808,0.332508,0.119648,0.433334,0.582075,1.197232,0.347683,0.774864,0.320103,0.523493,0.171633,0.381976,0.127303,0.311217,0.141217,0.13011395226186223,0.096851,0.296352,0.098149
0.478488,0.513439,0.802798,0.362218,1.015554,0.321274,0.026767,0.12667,0.148474,0.096764,0.297443,0.087178,0.172085,0.248497,0.372624,0.057239,0.13011395226186223,0.068799,0.337785,0.030201
0.287695,0.038238,0.383945,0.080722,0.305101,0.035268,0.271024,0.232261,0.326052,0.221433,0.508495,0.26976,0.274963,0.033627,0.483106,0.096353,0.13011395226186223,0.053197,0.622597,0.135803
1.174742,0.472397,0.488731,0.092404,0.617158,0.108139,0.594748,0.113611,0.614719,0.102069,0.72928,0.116484,0.636699,0.137134,0.426378,0.064502,0.13011395226186223,0.118264,0.579404,0.102736
0.794995,0.141355,0.513639,0.087124,0.595212,0.10029,0.686982,0.120949,0.579966,0.153168,0.548662,0.105185,0.786439,0.133237,0.948576,0.158852,0.13011395226186223,0.064796,0.404462,0.080204
0.114514,0.055829,0.705768,0.060381,0.655429,0.067316,0.722958,0.068508,0.234814,0.058026,0.205021,0.034666,0.295626,0.02453,0.320982,0.033714,0.13011395226186223,0.067053,0.364997,0.027947
0.710508,0.067457,0.664064,0.06294,0.592382,0.057602,1.334708,0.131593,1.07543,0.103406,1.012895,0.100502,0.788321,0.098504,0.669571,0.064534,0.13011395226186223,0.078622,0.667937,0.049378
0.672747,0.076076,0.585909,0.081124,0.553008,0.079668,1.24488,0.092256,2.166966,0.143724,0.955996,0.058779,0.922087,0.059254,0.858109,0.05727,0.13011395226186223,0.079569,1.120892,0.069431
0.616162,0.039512,0.495191,0.081805,0.687187,0.088815,0.577887,0.071503,0.55602,0.073472,1.101034,0.150531,1.179705,0.15643,1.049151,0.137275,0.13011395226186223,0.078864,1.205484,0.157136
