chunk_size_1,downloading_time_1,chunk_size_2,downloading_time_2,chunk_size_3,downloading_time_3,chunk_size_4,downloading_time_4,chunk_size_5,downloading_time_5,chunk_size_6,downloading_time_6,chunk_size_7,downloading_time_7,chunk_size_8,downloading_time_8,bandwidth,delay,chunk_size_9,downloading_time_9
0.798382,0.166694,0.17229,0.042522,0.836591,0.513197,0.78388,0.14115,0.387585,0.066332,0.003643,0.001881,0.003643,0.001266,0.003643,0.003781,0.11611155378486056,0.035922,0.022112,0.033078
0.746847,0.094041,0.141631,0.063934,0.003643,0.008371,0.931915,0.126415,0.109927,0.050263,0.746036,0.111551,0.754081,0.149868,0.485438,0.079689,0.11611155378486056,0.044455,1.087526,0.242545
1.039374,0.20662,1.046042,0.193009,0.947676,0.136719,1.35102,0.252797,1.345586,0.262109,1.462496,0.293321,1.147425,0.412484,0.483249,0.080978,0.11611155378486056,0.036625,0.045011,0.027375
0.533504,0.080744,0.801023,0.100612,0.876247,0.230986,0.292338,0.067069,1.0019,0.154745,0.64491,0.094579,0.003643,0.001715,0.003643,0.047701,0.11611155378486056,0.038657,0.003643,0.000343
0.003643,0.000251,0.003643,0.032963,0.043112,0.006384,0.86933,0.105803,0.883327,0.217919,0.678617,0.077234,0.485665,0.098127,0.003643,0.015864,0.11611155378486056,0.038616,0.710084,0.161384
0.656254,0.108364,0.277678,0.04805,0.278006,0.085665,0.286343,0.042184,0.423666,0.065305,0.278956,0.036399,0.140754,0.043997,0.795258,0.150563,0.11611155378486056,0.034329,0.652931,0.120671
0.658318,0.096502,0.616929,0.091899,0.51276,0.120186,0.003643,0.00698,0.003643,0.00531,0.003643,0.004084,0.003643,0.006839,0.003643,0.00893,0.11611155378486056,0.048103,0.048141,0.010897
1.892561,0.41258,0.003643,0.001518,1.78849,0.388172,0.499282,0.166575,0.617102,0.141667,0.414453,0.061,0.826638,0.136187,0.563137,0.116061,0.11611155378486056,0.040457,0.571078,0.175543
0.473984,0.036841,0.241706,0.05254,0.736192,0.15175,0.74503,0.146399,0.672771,0.077952,0.650619,0.080986,0.391114,0.061541,0.149868,0.04113,0.11611155378486056,0.035697,0.003643,0.011303
0.742658,0.185344,0.731159,0.118983,0.671193,0.135746,0.735227,0.093832,0.829161,0.118235,0.587326,0.101856,0.389648,0.04491,0.539002,0.080996,0.08716508250323168,0.036784,0.50013,0.287216
0.548625,0.075667,0.553414,0.175625,0.573154,0.052604,0.605578,0.104098,0.584833,0.078579,0.540431,0.066532,0.62672,0.095956,0.554049,0.079913,0.08716508250323168,0.040438,0.497272,0.107562
0.4227,0.089508,0.431651,0.066483,0.518404,0.073309,0.5345,0.093316,0.566473,0.089791,0.67097,0.113815,1.026523,0.185365,0.909285,0.11689,0.08716508250323168,0.039937,1.062795,0.272063
0.004681,0.008439,0.838946,0.118783,0.543322,0.072652,0.376773,0.074441,0.554421,0.219499,0.569063,0.088412,0.426459,0.105058,0.101459,0.042439,0.08716508250323168,0.038274,0.003643,0.002726
0.504168,0.068919,0.471026,0.151485,0.268545,0.522103,0.003643,0.007383,0.003643,0.002008,0.003643,0.003223,0.003643,0.00384,0.003643,0.015455,0.08716508250323168,0.040277,0.004053,0.009723
0.032641,0.004762,0.18383,0.057011,0.003643,0.006615,0.003643,0.007511,0.003643,0.012198,0.003643,0.003494,0.003643,0.011551,0.003643,0.001223,0.08716508250323168,0.037932,0.003643,0.037068
0.003643,0.095141,0.003643,0.054598,0.003643,0.057303,0.003643,0.046722,0.003643,0.046633,0.004681,0.079277,0.006526,0.12275,0.006526,0.047898,0.08716508250323168,0.053714,0.81976,1.199286
0.610135,0.364916,0.007511,0.012614,0.446042,0.264137,0.458477,0.210447,0.59996,0.228118,0.482455,0.171385,0.464017,0.155325,0.338068,0.1441,0.08716508250323168,0.037593,0.335361,0.102407
0.398072,0.188308,0.416344,0.355241,0.365547,0.100746,0.26115,0.097495,0.455459,0.190681,0.489229,0.143465,0.425794,0.133773,0.376522,0.093151,0.08716508250323168,0.037722,0.363983,0.099278
0.389388,0.090886,0.466821,0.111835,0.576345,0.132744,0.612955,0.130883,0.188667,0.067145,0.507256,0.159276,0.445006,0.073634,0.44757,0.196121,0.08716508250323168,0.039808,0.490421,0.119192
0.576134,0.145925,0.455519,0.153406,0.232162,0.131324,0.003643,0.031053,0.003643,0.080336,0.571396,0.124928,0.463078,0.09843,0.443261,0.091821,0.08716508250323168,0.038169,0.067273,0.085831
0.004681,0.000674,0.003643,0.001216,0.006526,0.006335,0.74212,0.153551,0.003643,0.008687,0.43759,0.096256,0.012016,0.005659,0.470331,0.099541,0.06871021386568785,0.037873,0.439718,0.082127
