segment_index,bitrate_kbps,download_time_ms,cumulative_qoe,average_qoe
1.0,300,642.0452766908887,0.0,0.0
2.0,300,654.2761319172722,0.0,0.0
3.0,300,718.2582448295137,0.0,0.0
4.0,300,738.8194522079374,0.0,0.0
5.0,300,824.0290665176076,0.0,0.0
6.0,300,646.2755729457798,0.0,0.0
7.0,300,638.5041922861934,0.0,0.0
8.0,300,857.6363216700283,0.0,0.0
9.0,300,936.2950570342206,0.0,0.0
10.0,300,1026.1376425855512,0.0,0.0
11.0,300,655.6728708403836,0.0,0.0
12.0,300,731.4314720812183,0.0,0.0
13.0,300,1063.385123966942,0.0,0.0
14.0,300,897.2013377926421,0.0,0.0
15.0,300,756.610033444816,0.0,0.0
16.0,300,673.6926503340758,0.0,0.0
17.0,300,705.6926503340758,0.0,0.0
18.0,300,847.29277998863,0.0,0.0
19.0,300,595.9326424870467,0.0,0.0
20.0,300,815.880829015544,0.0,0.0
21.0,300,689.0415263748597,0.0,0.0
22.0,300,726.716049382716,0.0,0.0
23.0,300,834.9443725743855,0.0,0.0
24.0,300,650.3658269441402,0.0,0.0
25.0,300,736.0739320920044,0.0,0.0
26.0,300,76.09039371310162,0.0,0.0
27.0,300,70.01806310356962,0.0,0.0
28.0,300,61.5042573320719,0.0,0.0
29.0,300,65.02532449850231,0.0,0.0
30.0,300,72.3750567305074,0.0,0.0
31.0,300,72.30951654387724,0.0,0.0
32.0,300,71.60399319935482,0.0,0.0
33.0,300,86.5427822601367,0.0,0.0
34.0,300,76.05481567265007,0.0,0.0
35.0,300,86.51688863153831,0.0,0.0
36.0,300,88.41781874039938,0.0,0.0
37.0,300,85.5663594470046,0.0,0.0
38.0,300,72.13041417875083,0.0,0.0
39.0,300,59.37031957777501,0.0,0.0
40.0,300,57.325354278352656,0.0,0.0
41.0,300,89.26412039241833,0.0,0.0
42.0,300,79.27421659205639,0.0,0.0
43.0,300,70.69578613502492,0.0,0.0
44.0,300,69.92596161567494,0.0,0.0
45.0,300,72.4988356219385,0.0,0.0
46.0,300,69.79604711912859,0.0,0.0
47.0,300,80.44457587855489,0.0,0.0
48.0,300,79.5372859589041,0.0,0.0
49.0,300,75.91170469300687,0.0,0.0
50.0,300,71.60633463179373,0.0,0.0
51.0,300,75.23095643708932,0.0,0.0
52.0,300,80.80233633487467,0.0,0.0
53.0,300,84.87579457168803,0.0,0.0
54.0,300,76.48125024541564,0.0,0.0
55.0,300,63.99446342325362,0.0,0.0
56.0,300,64.23008354319063,0.0,0.0
57.0,300,65.8916736619099,0.0,0.0
58.0,300,74.60068878013413,0.0,0.0
59.0,300,72.63230965072799,0.0,0.0
60.0,300,64.83443392473546,0.0,0.0
61.0,300,64.51939434581584,0.0,0.0
62.0,300,64.55920657890093,0.0,0.0
63.0,300,70.69645894541519,0.0,0.0
64.0,300,77.22766720365847,0.0,0.0
65.0,300,81.01086109234527,0.0,0.0
66.0,300,923.5245781364637,0.0,0.0
67.0,300,1062.1307055944949,0.0,0.0
68.0,300,517.0598099496925,0.0,0.0
69.0,300,954.4790874524715,0.0,0.0
70.0,300,926.6403041825095,0.0,0.0
71.0,300,730.3034404963339,0.0,0.0
72.0,300,730.6057529610829,0.0,0.0
73.0,300,971.2793388429752,0.0,0.0
74.0,300,894.6160535117057,0.0,0.0
75.0,300,979.6147157190635,0.0,0.0
76.0,300,732.3118040089087,0.0,0.0
77.0,300,606.2360801781737,0.0,0.0
78.0,300,584.0068220579875,0.0,0.0
79.0,300,767.4300518134716,0.0,0.0
