Last1_chunk_bitrate,Last1_buffer_size,Last8_throughput,Last7_throughput,Last6_throughput,Last5_throughput,Last4_throughput,Last3_throughput,Last2_throughput,Last1_throughput,Last8_downloadtime,Last7_downloadtime,Last6_downloadtime,Last5_downloadtime,Last4_downloadtime,Last3_downloadtime,Last2_downloadtime,Last1_downloadtime,chunksize1,chunksize2,chunksize3,chunksize4,chunksize5,chunksize6,Chunks_left,br,qoe_2
0.43023255813953487,1.285787575058277,0.15762016665490786,0.1395073866354058,0.43579319874897127,0.0590139238915526,0.3781489081964301,0.20418637682466512,0.32225534415658846,0.13802270327627997,1.2251131816137542,1.5731571583822423,1.5869692848566936,1.1966288887502652,0.17554588535849644,0.2587753868368517,0.3078372260732699,0.4006648792331604,0.16301646698314715,0.27433032952200204,0.4914679487887791,0.7731093826891076,1.2925021258865956,1.8377284072093947,0.4669437862190443,1200.0,-13.09442
0.43023255813953487,1.285787575058277,0.15762016665490786,0.1395073866354058,0.43579319874897127,0.0590139238915526,0.3781489081964301,0.20418637682466512,0.32225534415658846,0.13802270327627997,1.2251131816137542,1.5731571583822423,1.5869692848566936,1.1966288887502652,0.17554588535849644,0.2587753868368517,0.3078372260732699,0.40266484022140503,0.16301646698314715,0.27433032952200204,0.4914679487887791,0.7731093826891076,1.2925021258865956,1.8377284072093947,0.4669437862190443,750.0,1.83258
---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
0.1744186046511628,0.9795076641848046,0.3027493085126507,0.4989118512751909,0.22708775215801627,0.38530326082828603,0.6066424217140524,0.2715780479523899,0.3323693517305311,0.44396243531873475,0.1379224498058127,1.0513159239443324,1.67255387527613,1.2126378707486951,1.7794889834423888,0.39199063126037764,0.3683720112091029,0.6457728646323894,0.1705838146741787,0.33417380622426546,0.6851000816327362,0.8666265707160125,1.5556463962601506,2.297128035178435,0.32563039307875985,750.0,-14.90016
0.1744186046511628,0.9795076641848046,0.3027493085126507,0.4989118512751909,0.22708775215801627,0.38530326082828603,0.6066424217140524,0.2715780479523899,0.3323693517305311,0.44396243531873475,0.1379224498058127,1.0513159239443324,1.67255387527613,1.2126378707486951,1.7794889834423888,0.39199063126037764,0.3683720112091029,0.655772864818573,0.1705838146741787,0.33417380622426546,0.6851000816327362,0.8666265707160125,1.5556463962601506,2.297128035178435,0.32563039307875985,300.0,0.0
---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
0.1744186046511628,0.8943796636564172,0.0385935599962197,0.40192322641662687,0.4595800581221701,0.5418931174225126,0.22545237751154779,0.3077299063149286,0.36951112165199806,0.3904491645623058,1.475608809648436,0.9831995702516579,1.6916484916132277,0.6659018420072709,0.8533224388012017,0.21080511000943447,0.2457400860144106,0.36115687973926247,0.15689210398643064,0.2813044747455168,0.49091971333568235,0.7943184719969854,1.298420905485089,2.3674367063036277,0.47512023500634437,1200.0,-14.90016
0.1744186046511628,0.8943796636564172,0.0385935599962197,0.40192322641662687,0.4595800581221701,0.5418931174225126,0.22545237751154779,0.3077299063149286,0.36951112165199806,0.3904491645623058,1.475608809648436,0.9831995702516579,1.6916484916132277,0.6659018420072709,0.8533224388012017,0.21080511000943447,0.2457400860144106,0.3671568036079407,0.15689210398643064,0.2813044747455168,0.49091971333568235,0.7943184719969854,1.298420905485089,2.3674367063036277,0.47512023500634437,750.0,1.83258
---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
0.27906976744186046,0.9708306421818991,0.3278165543972503,0.33474787707592346,0.5641823635888588,0.4083322033485448,0.03458058422808537,0.05956918543759128,0.21590395256122508,0.17263737626542797,1.053029296526021,1.352176678448263,2.4879813343291306,1.3933369199896546,0.3195043456671065,0.3287525740828241,0.617704919040584,0.15833654600433653,0.13716008397919222,0.29068165950841635,0.5209680072459975,0.7615580894703752,1.68889155950063,2.271745789386573,0.23194134140936515,1200.0,-13.96015
0.27906976744186046,0.9708306421818991,0.3278165543972503,0.33474787707592346,0.5641823635888588,0.4083322033485448,0.03458058422808537,0.05956918543759128,0.21590395256122508,0.17263737626542797,1.053029296526021,1.352176678448263,2.4879813343291306,1.3933369199896546,0.3195043456671065,0.3287525740828241,0.617704919040584,0.16833655536174774,0.13716008397919222,0.29068165950841635,0.5209680072459975,0.7615580894703752,1.68889155950063,2.271745789386573,0.23194134140936515,750.0,1.83258
---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
0.6627906976744186,1.324248274426476,0.3781765475463341,0.22179913243078497,0.40937519598148214,0.19276766398867845,0.11120260188620369,0.3034538103232554,0.3865162280468303,0.5058101874408627,0.523730177268247,1.7401030235753383,0.652313237929762,0.7250998059164794,0.7794091971003394,0.44853240596109517,0.34086261654188543,0.5529518805802058,0.16159078710802613,0.40114435856768904,0.7055446329975987,1.0106301292646975,1.3275524276947854,1.777809187296036,0.18523217656625565,2850.0,-12.23016
0.6627906976744186,1.324248274426476,0.3781765475463341,0.22179913243078497,0.40937519598148214,0.19276766398867845,0.11120260188620369,0.3034538103232554,0.3865162280468303,0.5058101874408627,0.523730177268247,1.7401030235753383,0.652313237929762,0.7250998059164794,0.7794091971003394,0.44853240596109517,0.34086261654188543,0.5629518628120422,0.16159078710802613,0.40114435856768904,0.7055446329975987,1.0106301292646975,1.3275524276947854,1.777809187296036,0.18523217656625565,1200.0,2.77259
---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
0.43023255813953487,1.0024868233778883,0.2502315496955208,0.27723922026352366,0.3915966147268302,0.24583304367862246,0.31908274474719744,0.4201846725239221,0.3273708233444677,0.14039530547069773,0.04171874372032544,1.0295669589811025,0.7618886441208259,0.6251955132661459,0.20975531645986809,0.4465475063424305,0.28735433227590396,0.6847178690028356,0.17511016081273134,0.2928173042802966,0.5514350471835068,0.9966180469192603,1.2358178902201762,1.460306012532964,0.4887903452956384,750.0,-13.09442
0.43023255813953487,1.0024868233778883,0.2502315496955208,0.27723922026352366,0.3915966147268302,0.24583304367862246,0.31908274474719744,0.4201846725239221,0.3273708233444677,0.14039530547069773,0.04171874372032544,1.0295669589811025,0.7618886441208259,0.6251955132661459,0.20975531645986809,0.4465475063424305,0.28735433227590396,0.6947178840637207,0.17511016081273134,0.2928173042802966,0.5514350471835068,0.9966180469192603,1.2358178902201762,1.460306012532964,0.4887903452956384,300.0,0.0
---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
0.1744186046511628,0.8339127009054267,0.47368133163335585,0.491887262098645,0.021012258589210468,0.6069893812565115,0.5994342749191278,0.3930468114703644,0.11532699908616201,0.264592041157221,1.2583092833245688,0.11215957279767158,1.1272076067288224,3.0113164580144267,2.355972103918069,0.6619401735419564,0.7865468046497222,0.06073553265855536,0.1791044587877751,0.41454247306846215,0.4926533115751479,0.7861600370368124,1.1182296098097593,1.6991221707020276,0.8075191910676314,1200.0,-14.90016
0.1744186046511628,0.8339127009054267,0.47368133163335585,0.491887262098645,0.021012258589210468,0.6069893812565115,0.5994342749191278,0.3930468114703644,0.11532699908616201,0.264592041157221,1.2583092833245688,0.11215957279767158,1.1272076067288224,3.0113164580144267,2.355972103918069,0.6619401735419564,0.7865468046497222,0.0647355318069458,0.1791044587877751,0.41454247306846215,0.4926533115751479,0.7861600370368124,1.1182296098097593,1.6991221707020276,0.8075191910676314,750.0,1.83258
---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
0.27906976744186046,1.0235973366129143,0.39699342073740995,0.12846589243299322,0.6057317208585992,0.484012002761508,0.35378065379441437,0.17855019831377783,0.14092748876808717,0.30699414038233774,0.527285441293044,0.31991498930695683,1.4043570247284922,1.6389361803227274,0.9681453560648895,0.2704879750748167,0.31630811246350704,0.6287474569725158,0.1389649124769058,0.30569272722604063,0.6146149334289805,0.6964043839056994,1.1487621130003598,2.246493126785576,0.0943562182289438,1200.0,-13.96015
0.27906976744186046,1.0235973366129143,0.39699342073740995,0.12846589243299322,0.6057317208585992,0.484012002761508,0.35378065379441437,0.17855019831377783,0.14092748876808717,0.30699414038233774,0.527285441293044,0.31991498930695683,1.4043570247284922,1.6389361803227274,0.9681453560648895,0.2704879750748167,0.31630811246350704,0.6387474536895752,0.1389649124769058,0.30569272722604063,0.6146149334289805,0.6964043839056994,1.1487621130003598,2.246493126785576,0.0943562182289438,750.0,1.83258
---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
0.27906976744186046,0.9621366087329363,0.3310127498212898,0.2392589939827498,0.1663081049922443,0.3967541839742548,0.10519058802582666,0.28888612600446956,0.11553400556557497,0.35381393283098306,0.14458147868263396,0.5560957434248293,1.092798563858693,1.2394299302878793,0.7043568344380532,0.25907523159753004,0.6275607308211649,0.6294130212327336,0.17330797334858183,0.26889022081705843,0.39632580418302854,0.63736909598149,1.298143629243265,2.1059046466205187,0.880815852970497,1200.0,-13.96015
0.27906976744186046,0.9621366087329363,0.3310127498212898,0.2392589939827498,0.1663081049922443,0.3967541839742548,0.10519058802582666,0.28888612600446956,0.11553400556557497,0.35381393283098306,0.14458147868263396,0.5560957434248293,1.092798563858693,1.2394299302878793,0.7043568344380532,0.25907523159753004,0.6275607308211649,0.6394129991531372,0.17330797334858183,0.26889022081705843,0.39632580418302854,0.63736909598149,1.298143629243265,2.1059046466205187,0.880815852970497,750.0,1.83258
---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
0.6627906976744186,1.3765627617263636,0.19593454377905387,0.30702157631393606,0.6503036327751743,0.18238874937620075,0.6979579988769935,0.17875953535635902,0.6337100218383209,0.4879852003672472,0.797824606010725,1.5034016728952742,0.07278384016354247,0.1924206375014368,0.356450889203275,0.33096189547457167,0.2837013217905763,0.15424468663943927,0.16043119691469587,0.43573333681268533,0.5936648880141319,0.834403236536587,1.0455673435409518,2.271360375796475,0.33867069608307476,2850.0,-12.23016
0.6627906976744186,1.3765627617263636,0.19593454377905387,0.30702157631393606,0.6503036327751743,0.18238874937620075,0.6979579988769935,0.17875953535635902,0.6337100218383209,0.4879852003672472,0.797824606010725,1.5034016728952742,0.07278384016354247,0.1924206375014368,0.356450889203275,0.33096189547457167,0.2837013217905763,0.16424469649791718,0.16043119691469587,0.43573333681268533,0.5936648880141319,0.834403236536587,1.0455673435409518,2.271360375796475,0.33867069608307476,1200.0,2.77259
---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
